variant,sharpe,max_drawdown,cagr,roc_auc,accuracy,buy_hold_sharpe,sharpe_calm,sharpe_normal,sharpe_stressed,seconds
Main model,0.3324928402062798,-0.30858591721109896,0.03821866631676052,0.4984385382687464,0.5030922938361208,1.0120579335161182,0.11545730421932651,0.6114604276782315,0.6614422790721165,395.8167071342468
