variant,sharpe,max_drawdown,cagr,roc_auc,accuracy,buy_hold_sharpe,sharpe_calm,sharpe_normal,sharpe_stressed,seconds
Main model,0.5388505047058879,-0.3453721253096491,0.06672541196368065,0.4996713262886467,0.5019654714475431,1.209382884061503,0.31038119365279987,0.64674262318371,1.4032333379126307,64.02656888961792
